epoch,acc,loss,val_acc,val_loss
0,0.6162397,1.3117781507617439,0.56908214,1.331449398211235
1,0.6307395,1.2113964724736608,0.56328505,1.2661892674395427
2,0.6317061,1.1381054885609823,0.56135267,1.2177204204642254
3,0.63750607,1.0764663810600918,0.56135267,1.1783088536654118
4,0.63798934,1.024849034784611,0.5603865,1.1458371655376638
5,0.6365394,0.9783201389925787,0.5748792,1.1186232967653136
6,0.7230546,0.9406704373726124,0.778744,1.0970080448233563
7,0.87723535,0.9051981721885427,0.78550726,1.076580642617267
8,0.8965684,0.8777986642760087,0.7884058,1.0593557438412726
9,0.89801836,0.8452779978816206,0.79227054,1.0440388458362524
10,0.91106814,0.8160325788886954,0.8,1.029517393987536
11,0.9101015,0.8015989110111441,0.7990338,1.0165537387276617
12,0.9072015,0.7796036808775381,0.8038647,1.0047284024925047
13,0.91638476,0.7554851364202116,0.8048309,0.9963212329984287
14,0.9178347,0.7301952958164611,0.8077295,0.9873228892036107
15,0.919768,0.719946380915303,0.8057971,0.9839125339535699
16,0.92218465,0.702078347968963,0.8077295,0.9798682380989554
17,0.9130015,0.6988817342760022,0.80966187,0.9770144408451762
18,0.9192847,0.6816209314409922,0.80966187,0.9764373104353458
19,0.9217013,0.6630009741757791,0.8077295,0.9794232248684058
20,0.92653453,0.6596542506358541,0.8077295,0.9832211137393823
21,0.9139681,0.6580583425234228,0.8077295,0.9842865488955365
22,0.9202513,0.6534009175118529,0.8086957,0.9872073725225845
23,0.9192847,0.6456402767505434,0.810628,0.9897644841152688
24,0.91735137,0.6364730447314684,0.8115942,0.9935223551764004
25,0.922668,0.651536077390609,0.810628,0.9975172194881715
26,0.91638476,0.6418589262814842,0.8115942,0.9998769573543382
27,0.922668,0.625504535312754,0.8115942,1.0032471814593256
28,0.9241179,0.6406851752533781,0.8115942,1.007855366739098
29,0.92315125,0.6268397881075517,0.810628,1.0128471425190064
30,0.91251814,0.6347083018101489,0.810628,1.016080739763048
31,0.92218465,0.6304141469713914,0.810628,1.0208880186656824
32,0.92218465,0.6313483536445098,0.8115942,1.0191963902994055
33,0.92460126,0.630897902042293,0.8115942,1.0202882164342393
34,0.92315125,0.6175610228054993,0.8115942,1.0238497818149805
35,0.92653453,0.6237485127900751,0.8115942,1.0279757785912298
36,0.9202513,0.6330347795196061,0.8115942,1.0294131990792095
37,0.92073464,0.6255417551436593,0.8115942,1.0310911172829964
38,0.91638476,0.6362722529599838,0.80966187,1.0352709223106864
39,0.9217013,0.6269215199612027,0.810628,1.0352490526754499
40,0.91638476,0.6364154597738044,0.810628,1.0326467628064362
41,0.9192847,0.6309871698359235,0.8115942,1.0372669225729605
42,0.91880137,0.6332707447726811,0.8125604,1.0313800484661895
43,0.92605126,0.6167463591964191,0.8115942,1.0347908760614442
44,0.91686803,0.6289393507725608,0.8115942,1.0362697400908538
45,0.9178347,0.6362991701179567,0.8115942,1.0373099486896957
46,0.9255679,0.6131662155707255,0.80966187,1.0383521156034607
47,0.91686803,0.6304219876469593,0.810628,1.0396202070125635
48,0.91251814,0.640712365342431,0.810628,1.039926486948262
49,0.91735137,0.639121052779801,0.810628,1.0401103216668834
