epoch,acc,loss,val_acc,val_loss
0,0.36042574,2.5982817303574945,0.33558995,2.2307835267140317
1,0.38122883,2.023753054544553,0.3539652,3.0863904494505663
2,0.42186743,1.8959264621448564,0.4090909,2.171942622615741
3,0.4315433,1.8271567606960568,0.46034816,1.805117428302765
4,0.45428157,1.749199107354196,0.48355898,1.6984240790972343
5,0.450895,1.7400332603353086,0.49129593,1.687755219065226
6,0.4992743,1.6604600884687168,0.5473888,1.5734791549352498
7,0.51040155,1.6346455944524505,0.42263055,2.0599982142448425
8,0.5031447,1.6051025061314383,0.52998066,1.5945878968789027
9,0.52539915,1.5649112121575572,0.40232107,2.3365977223102865
10,0.53991294,1.534224720524888,0.5628627,1.4953849029082518
11,0.54620224,1.5067092756978198,0.5551257,1.4619160959353814
12,0.54571843,1.4648812816058834,0.5531915,1.4654473891625037
13,0.5728108,1.423753027184666,0.5444874,1.4623148785187647
14,0.5616836,1.4137401827649327,0.3974855,2.154551605765636
15,0.5955491,1.3743244171373268,0.5812379,1.4022321093540926
16,0.5810353,1.344860151705675,0.59574467,1.322296692774846
17,0.58538944,1.319584691357255,0.6005803,1.2872342026004424
18,0.5999032,1.2860562592009501,0.44970986,1.9349849768556082
19,0.588776,1.2662331346849571,0.5638298,1.4470379174901888
20,0.6032898,1.2450920436251953,0.54352033,1.5966696882477174
21,0.62602806,1.2152918064773053,0.5599613,1.2961226736123745
22,0.6119981,1.1845461308350584,0.5483559,1.4185022104244966
23,0.61296564,1.1781623864669875,0.5609284,1.3804320314755807
24,0.628447,1.158884756335557,0.4680851,1.658328482737908
25,0.6298984,1.1337185359889317,0.57253385,1.2645679477315683
26,0.6245767,1.118571587040278,0.549323,1.4357522304814596
27,0.6245767,1.1123190946375971,0.5696325,1.243992340679352
28,0.644896,1.0934468157405604,0.55125725,1.233126395023786
29,0.656507,1.0764384381599224,0.6363636,1.05852316148006
30,0.630866,1.0791632756554799,0.62185687,1.2054251403762744
31,0.6352201,1.0484459324049153,0.5744681,1.1939671612702882
32,0.6390905,1.0570512527016898,0.3984526,1.950941944351563
33,0.6516691,1.0236774417416277,0.5541586,1.2358707424539785
34,0.6482825,1.0261668951314142,0.5444874,1.3380961865186691
35,0.65312046,1.0211247103077004,0.60928434,1.1437783648188298
36,0.66763425,0.9927650623178506,0.5232108,1.6336283838519683
37,0.66086113,0.984960625410426,0.5860735,1.1798855252563953
38,0.65263665,0.9986817023000916,0.6005803,1.1157999044427505
39,0.66086113,0.9731461844931032,0.48549324,1.5942531460179732
40,0.6686018,0.9790374148451423,0.63249516,1.0600072523722281
41,0.6855346,0.9458477089932188,0.6576402,1.0299563178649316
42,0.6753749,0.9390743126543928,0.516441,1.350385178740208
43,0.6816642,0.9446696912717519,0.68568665,0.9817728772759438
44,0.66715044,0.9448976484138607,0.50096714,1.3613180695818021
