epoch,acc,loss,val_acc,val_loss
99,1.0,1.2119901328483335e-07,0.55125725,5.17965554360956
100,1.0,1.212278495909656e-07,0.55125725,5.180137770780051
101,1.0,1.2111250348642233e-07,0.55125725,5.180355593129791
102,1.0,1.2111250392642943e-07,0.55125725,5.180907924585693
103,1.0,1.2111250348642233e-07,0.55125725,5.181011924891223
104,1.0,1.2111250392642943e-07,0.55125725,5.181117059644924
105,1.0,1.2111250392642943e-07,0.55125725,5.18106101974989
106,1.0,1.211125039676801e-07,0.55125725,5.181997070460071
107,1.0,1.2108366718029005e-07,0.55125725,5.182301758336375
108,1.0,1.2102599456802553e-07,0.55125725,5.18192808586578
109,1.0,1.211125030464152e-07,0.55125725,5.182856221263598
110,1.0,1.2108366718029005e-07,0.55125725,5.1833959322141725
111,1.0,1.210548308741578e-07,0.55125725,5.183841965415261
112,1.0,1.210548308741578e-07,0.55125725,5.1841657424572585
113,1.0,1.2102599370863665e-07,0.55125725,5.184560520736576
114,1.0,1.2099715793876304e-07,0.55125725,5.1849793041236625
115,1.0,1.20968321955761e-07,0.55125725,5.185228733306236
116,1.0,1.2091064890348934e-07,0.55125725,5.185523706432468
117,1.0,1.2093948520962163e-07,0.55125725,5.186519660617673
118,1.0,1.2096832107574677e-07,0.55125725,5.186358806934763
119,1.0,1.2088181259735709e-07,0.55125725,5.186558058460169
120,1.0,1.2088181215735e-07,0.55125725,5.187143545316774
121,1.0,1.2091064934349646e-07,0.55125725,5.187176076309824
122,1.0,1.2091064934349646e-07,0.55125725,5.187201301641114
123,1.0,1.2085297673123195e-07,0.55125725,5.187232177077687
124,1.0,1.2085297629122483e-07,0.55125725,5.187276929674573
125,1.0,1.208529758512177e-07,0.55125725,5.187306122807516
126,1.0,1.207664664928138e-07,0.55125725,5.187344991030961
127,1.0,1.2076646693282093e-07,0.55125725,5.187372915057656
128,1.0,1.2076646653406447e-07,0.55125725,5.187355238879442
129,1.0,1.2076646693282093e-07,0.55125725,5.187383813138626
130,1.0,1.207664664928138e-07,0.55125725,5.187387129785475
131,1.0,1.207664664928138e-07,0.55125725,5.187413441604526
132,1.0,1.2076646693282093e-07,0.55125725,5.187444444320649
133,1.0,1.2076646693282093e-07,0.55125725,5.187465005502018
134,1.0,1.2076646693282093e-07,0.55125725,5.187493111224884
135,1.0,1.2076646693282093e-07,0.55125725,5.187507594346539
136,1.0,1.207664664928138e-07,0.55125725,5.187523112998018
137,1.0,1.2076646693282093e-07,0.55125725,5.187556309211185
138,1.0,1.207664664928138e-07,0.55125725,5.187568470864508
139,1.0,1.2076646693282093e-07,0.55125725,5.187561225153261
140,1.0,1.207664664928138e-07,0.55125725,5.18760661875948
141,1.0,1.207664666165658e-07,0.55125725,5.1875953840333215
142,1.0,1.2076646737282802e-07,0.55125725,5.187618418865093
143,1.0,1.2076646693282093e-07,0.55125725,5.187641876117404
144,1.0,1.207664664928138e-07,0.55125725,5.187678657140676
145,1.0,1.2076646695344626e-07,0.55125725,5.187754130686275
146,1.0,1.2076646695344626e-07,0.55125725,5.187820513889453
147,1.0,1.2076646693282093e-07,0.55125725,5.187850134976828
148,1.0,1.2076646693282093e-07,0.55125725,5.1878358990357505
149,1.0,1.2076646693282093e-07,0.55125725,5.187811549904268
150,1.0,1.2076646693282093e-07,0.55125725,5.187851518450207
151,1.0,1.2076646693282093e-07,0.55125725,5.1878796370854925
152,1.0,1.2076646693282093e-07,0.55125725,5.187904321939849
153,1.0,1.207664664928138e-07,0.55125725,5.187922711068011
154,1.0,1.2076646693282093e-07,0.55125725,5.188009175387296
155,1.0,1.2076646693282093e-07,0.55125725,5.188000802836981
156,1.0,1.207664664928138e-07,0.55125725,5.1880538422088325
157,1.0,1.2076646656844003e-07,0.55125725,5.188125509819163
158,1.0,1.2076646693282093e-07,0.55125725,5.18815705946843
159,1.0,1.207664666165658e-07,0.55125725,5.188167351588059
160,1.0,1.207664664928138e-07,0.55125725,5.188203304371935
161,1.0,1.2076646693282093e-07,0.55125725,5.188198206733689
162,1.0,1.2076646693282093e-07,0.55125725,5.188198862500071
163,1.0,1.2076646693282093e-07,0.55125725,5.188202396813399
164,1.0,1.2076646693282093e-07,0.55125725,5.188224827528461
165,1.0,1.2076646693282093e-07,0.55125725,5.188234229382971
166,1.0,1.2076646693282093e-07,0.55125725,5.188251000077858
167,1.0,1.207664664928138e-07,0.55125725,5.188275390713542
168,1.0,1.207664664928138e-07,0.55125725,5.1882909538667485
169,1.0,1.2076646693282093e-07,0.55125725,5.1882964084411265
170,1.0,1.2076646693282093e-07,0.55125725,5.18830454510923
171,1.0,1.2076646653406447e-07,0.55125725,5.188304702825196
172,1.0,1.2076646693282093e-07,0.55125725,5.188324637754282
173,1.0,1.207664664928138e-07,0.55125725,5.188351068552043
174,1.0,1.2076646693282093e-07,0.55125725,5.188378002934114
175,1.0,1.207664664928138e-07,0.55125725,5.1883926244031064
176,1.0,1.2076646693282093e-07,0.55125725,5.188423473553685
177,1.0,1.2076646724220093e-07,0.55125725,5.18844564279228
178,1.0,1.2076646693282093e-07,0.55125725,5.1884531582808355
179,1.0,1.2076646693282093e-07,0.55125725,5.188457260279407
180,1.0,1.2076646693282093e-07,0.55125725,5.188474771363131
181,1.0,1.2076646653406447e-07,0.55125725,5.188490805819602
182,1.0,1.2076646693282093e-07,0.55125725,5.18850654190698
183,1.0,1.207664664928138e-07,0.55125725,5.1885052732618915
184,1.0,1.207664664928138e-07,0.55125725,5.188514578503843
185,1.0,1.207664660528067e-07,0.55125725,5.188529323101966
186,1.0,1.207664664928138e-07,0.55125725,5.188557525206811
187,1.0,1.2076646693282093e-07,0.55125725,5.188575654241979
188,1.0,1.2076646693282093e-07,0.55125725,5.188606916128782
189,1.0,1.207664664928138e-07,0.55125725,5.188615929919009
190,1.0,1.207664664928138e-07,0.55125725,5.188619456853811
191,1.0,1.2076646693282093e-07,0.55125725,5.188646088255212
192,1.0,1.2076646653406447e-07,0.55125725,5.188646644872669
193,1.0,1.2076646693282093e-07,0.55125725,5.188665907433692
194,1.0,1.207664664928138e-07,0.55125725,5.188692375124077
195,1.0,1.2076646693282093e-07,0.55125725,5.188674474823175
196,1.0,1.2076646693282093e-07,0.55125725,5.188699037931874
197,1.0,1.2076646693282093e-07,0.55125725,5.188705075409703
198,1.0,1.2076646693282093e-07,0.55125725,5.188725980614786
199,1.0,1.2076646693282093e-07,0.55125725,5.188743626356586
